param,value,model,record,f1,precision,recall,tp,fp,fn,threshold_updates
admit_ceil,0.95,Float32,231,0.16,0.09090909090909091,0.6666666666666666,2,20,1,151
admit_ceil,0.95,Float32,232,0.032944406314344546,0.32,0.017366136034732273,24,51,1358,173
admit_ceil,0.95,Float32,233,0.881578947368421,0.9809663250366032,0.8004778972520908,670,13,167,301
admit_ceil,0.95,Float32,234,0.3076923076923077,0.8333333333333334,0.18867924528301888,10,2,43,270
admit_ceil,0.7,INT8,100,0.955223880597015,0.9696969696969697,0.9411764705882353,32,1,2,222
admit_ceil,0.7,INT8,103,0.0,0.0,0.0,0,0,2,203
admit_ceil,0.7,INT8,105,0.42580645161290326,0.2894736842105263,0.8048780487804879,33,81,8,251
admit_ceil,0.7,INT8,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
admit_ceil,0.7,INT8,113,0.25641025641025644,0.15151515151515152,0.8333333333333334,5,28,1,174
admit_ceil,0.7,INT8,117,0.0,0.0,0.0,0,310,1,139
admit_ceil,0.7,INT8,121,0.07407407407407407,0.04,0.5,1,24,1,181
admit_ceil,0.7,INT8,123,0.6666666666666666,0.5,1.0,3,3,0,146
admit_ceil,0.7,INT8,200,0.9774881516587677,0.9903961584633854,0.9649122807017544,825,8,30,254
admit_ceil,0.7,INT8,202,0.7051282051282052,0.6707317073170732,0.7432432432432432,55,27,19,208
admit_ceil,0.7,INT8,210,0.86784140969163,0.8312236286919831,0.9078341013824884,197,40,20,258
admit_ceil,0.7,INT8,212,0.0,0.0,0.0,0,0,0,269
admit_ceil,0.7,INT8,213,0.9312977099236642,0.8840579710144928,0.9838709677419355,244,32,4,283
admit_ceil,0.7,INT8,214,0.780564263322884,0.6518324607329843,0.97265625,249,133,7,220
admit_ceil,0.7,INT8,219,0.24000000000000002,0.13876651982378854,0.8873239436619719,63,391,8,210
admit_ceil,0.7,INT8,221,0.9826302729528535,0.9658536585365853,1.0,396,14,0,237
admit_ceil,0.7,INT8,222,0.46929133858267713,0.34976525821596244,0.7129186602870813,149,277,60,243
admit_ceil,0.7,INT8,228,0.9702702702702702,0.9573333333333334,0.9835616438356164,359,16,6,200
admit_ceil,0.7,INT8,231,0.16666666666666666,0.09523809523809523,0.6666666666666666,2,19,1,151
admit_ceil,0.7,INT8,232,0.03851261620185923,0.23387096774193547,0.020984081041968163,29,95,1353,173
admit_ceil,0.7,INT8,233,0.8914141414141413,0.9451137884872824,0.8434886499402628,706,41,131,301
admit_ceil,0.7,INT8,234,0.28125,0.8181818181818182,0.16981132075471697,9,2,44,270
admit_ceil,0.75,INT8,100,0.955223880597015,0.9696969696969697,0.9411764705882353,32,1,2,222
admit_ceil,0.75,INT8,103,0.0,0.0,0.0,0,0,2,203
admit_ceil,0.75,INT8,105,0.4313725490196078,0.29464285714285715,0.8048780487804879,33,79,8,251
admit_ceil,0.75,INT8,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
admit_ceil,0.75,INT8,113,0.25641025641025644,0.15151515151515152,0.8333333333333334,5,28,1,174
admit_ceil,0.75,INT8,117,0.0,0.0,0.0,0,239,1,144
admit_ceil,0.75,INT8,121,0.07407407407407407,0.04,0.5,1,24,1,181
admit_ceil,0.75,INT8,123,0.6666666666666666,0.5,1.0,3,3,0,146
admit_ceil,0.75,INT8,200,0.9774881516587677,0.9903961584633854,0.9649122807017544,825,8,30,254
admit_ceil,0.75,INT8,202,0.7051282051282052,0.6707317073170732,0.7432432432432432,55,27,19,208
admit_ceil,0.75,INT8,210,0.86784140969163,0.8312236286919831,0.9078341013824884,197,40,20,258
admit_ceil,0.75,INT8,212,0.0,0.0,0.0,0,0,0,269
admit_ceil,0.75,INT8,213,0.9330783938814533,0.8872727272727273,0.9838709677419355,244,31,4,283
admit_ceil,0.75,INT8,214,0.7867298578199051,0.6604774535809018,0.97265625,249,128,7,220
admit_ceil,0.75,INT8,219,0.24561403508771928,0.1425339366515837,0.8873239436619719,63,379,8,210
admit_ceil,0.75,INT8,221,0.9826302729528535,0.9658536585365853,1.0,396,14,0,237
admit_ceil,0.75,INT8,222,0.47811447811447805,0.36883116883116884,0.6794258373205742,142,243,67,243
admit_ceil,0.75,INT8,228,0.9702702702702702,0.9573333333333334,0.9835616438356164,359,16,6,200
admit_ceil,0.75,INT8,231,0.16666666666666666,0.09523809523809523,0.6666666666666666,2,19,1,151
admit_ceil,0.75,INT8,232,0.03853820598006645,0.23577235772357724,0.020984081041968163,29,94,1353,173
admit_ceil,0.75,INT8,233,0.8915816326530612,0.9562243502051984,0.8351254480286738,699,32,138,301
admit_ceil,0.75,INT8,234,0.28125,0.8181818181818182,0.16981132075471697,9,2,44,270
admit_ceil,0.8,INT8,100,0.955223880597015,0.9696969696969697,0.9411764705882353,32,1,2,222
admit_ceil,0.8,INT8,103,0.0,0.0,0.0,0,0,2,203
admit_ceil,0.8,INT8,105,0.44594594594594594,0.308411214953271,0.8048780487804879,33,74,8,251
admit_ceil,0.8,INT8,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
admit_ceil,0.8,INT8,113,0.25641025641025644,0.15151515151515152,0.8333333333333334,5,28,1,174
admit_ceil,0.8,INT8,117,0.0,0.0,0.0,0,79,1,147
admit_ceil,0.8,INT8,121,0.07692307692307693,0.041666666666666664,0.5,1,23,1,181
admit_ceil,0.8,INT8,123,0.6666666666666666,0.5,1.0,3,3,0,146
admit_ceil,0.8,INT8,200,0.9774881516587677,0.9903961584633854,0.9649122807017544,825,8,30,254
admit_ceil,0.8,INT8,202,0.7096774193548386,0.6790123456790124,0.7432432432432432,55,26,19,208
admit_ceil,0.8,INT8,210,0.86784140969163,0.8312236286919831,0.9078341013824884,197,40,20,258
admit_ceil,0.8,INT8,212,0.0,0.0,0.0,0,0,0,269
admit_ceil,0.8,INT8,213,0.9348659003831418,0.8905109489051095,0.9838709677419355,244,30,4,283
admit_ceil,0.8,INT8,214,0.8051948051948051,0.6888888888888889,0.96875,248,112,8,220
admit_ceil,0.8,INT8,219,0.25301204819277107,0.14754098360655737,0.8873239436619719,63,364,8,210
admit_ceil,0.8,INT8,221,0.9826302729528535,0.9658536585365853,1.0,396,14,0,237
admit_ceil,0.8,INT8,222,0.49063670411985016,0.40307692307692305,0.6267942583732058,131,194,78,243
admit_ceil,0.8,INT8,228,0.9715832205683356,0.9598930481283422,0.9835616438356164,359,15,6,200
admit_ceil,0.8,INT8,231,0.16666666666666666,0.09523809523809523,0.6666666666666666,2,19,1,151
admit_ceil,0.8,INT8,232,0.036,0.2288135593220339,0.019536903039073805,27,91,1355,173
admit_ceil,0.8,INT8,233,0.8913043478260869,0.9587345254470426,0.8327359617682198,697,30,140,301
admit_ceil,0.8,INT8,234,0.28125,0.8181818181818182,0.16981132075471697,9,2,44,270
admit_ceil,0.85,INT8,100,0.955223880597015,0.9696969696969697,0.9411764705882353,32,1,2,222
admit_ceil,0.85,INT8,103,0.0,0.0,0.0,0,0,2,203
admit_ceil,0.85,INT8,105,0.43165467625899284,0.30612244897959184,0.7317073170731707,30,68,11,251
admit_ceil,0.85,INT8,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
admit_ceil,0.85,INT8,113,0.25641025641025644,0.15151515151515152,0.8333333333333334,5,28,1,174
admit_ceil,0.85,INT8,117,0.0,0.0,0.0,0,39,1,148
admit_ceil,0.85,INT8,121,0.07692307692307693,0.041666666666666664,0.5,1,23,1,181
admit_ceil,0.85,INT8,123,0.6666666666666666,0.5,1.0,3,3,0,146
admit_ceil,0.85,INT8,200,0.9774881516587677,0.9903961584633854,0.9649122807017544,825,8,30,254
admit_ceil,0.85,INT8,202,0.7096774193548386,0.6790123456790124,0.7432432432432432,55,26,19,208
admit_ceil,0.85,INT8,210,0.86784140969163,0.8312236286919831,0.9078341013824884,197,40,20,258
admit_ceil,0.85,INT8,212,0.0,0.0,0.0,0,0,0,269
admit_ceil,0.85,INT8,213,0.9384615384615386,0.8970588235294118,0.9838709677419355,244,28,4,283
admit_ceil,0.85,INT8,214,0.8268907563025211,0.7256637168141593,0.9609375,246,93,10,220
admit_ceil,0.85,INT8,219,0.267515923566879,0.1575,0.8873239436619719,63,337,8,210
admit_ceil,0.85,INT8,221,0.9826302729528535,0.9658536585365853,1.0,396,14,0,237
admit_ceil,0.85,INT8,222,0.48535564853556484,0.4312267657992565,0.5550239234449761,116,153,93,243
admit_ceil,0.85,INT8,228,0.9715832205683356,0.9598930481283422,0.9835616438356164,359,15,6,200
admit_ceil,0.85,INT8,231,0.16666666666666666,0.09523809523809523,0.6666666666666666,2,19,1,151
admit_ceil,0.85,INT8,232,0.034899328859060406,0.24074074074074073,0.01881331403762663,26,82,1356,173
admit_ceil,0.85,INT8,233,0.8876043673731535,0.9597222222222223,0.8255675029868578,691,29,146,301
admit_ceil,0.85,INT8,234,0.28125,0.8181818181818182,0.16981132075471697,9,2,44,270
admit_ceil,0.9,INT8,100,0.955223880597015,0.9696969696969697,0.9411764705882353,32,1,2,222
admit_ceil,0.9,INT8,103,0.0,0.0,0.0,0,0,2,203
admit_ceil,0.9,INT8,105,0.4328358208955224,0.3118279569892473,0.7073170731707317,29,64,12,251
admit_ceil,0.9,INT8,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
admit_ceil,0.9,INT8,113,0.25641025641025644,0.15151515151515152,0.8333333333333334,5,28,1,174
admit_ceil,0.9,INT8,117,0.0,0.0,0.0,0,37,1,148
admit_ceil,0.9,INT8,121,0.07692307692307693,0.041666666666666664,0.5,1,23,1,181
admit_ceil,0.9,INT8,123,0.6666666666666666,0.5,1.0,3,3,0,146
admit_ceil,0.9,INT8,200,0.978067575577949,0.9915865384615384,0.9649122807017544,825,7,30,254
admit_ceil,0.9,INT8,202,0.7142857142857143,0.6875,0.7432432432432432,55,25,19,208
admit_ceil,0.9,INT8,210,0.86784140969163,0.8312236286919831,0.9078341013824884,197,40,20,258
admit_ceil,0.9,INT8,212,0.0,0.0,0.0,0,0,0,269
admit_ceil,0.9,INT8,213,0.9420849420849421,0.9037037037037037,0.9838709677419355,244,26,4,283
admit_ceil,0.9,INT8,214,0.8477508650519031,0.7608695652173914,0.95703125,245,77,11,220
admit_ceil,0.9,INT8,219,0.2870159453302962,0.17119565217391305,0.8873239436619719,63,305,8,210
admit_ceil,0.9,INT8,221,0.9826302729528535,0.9658536585365853,1.0,396,14,0,237
admit_ceil,0.9,INT8,222,0.44723618090452266,0.4708994708994709,0.4258373205741627,89,100,120,243
admit_ceil,0.9,INT8,228,0.9715832205683356,0.9598930481283422,0.9835616438356164,359,15,6,200
admit_ceil,0.9,INT8,231,0.16666666666666666,0.09523809523809523,0.6666666666666666,2,19,1,151
admit_ceil,0.9,INT8,232,0.03378378378378378,0.25510204081632654,0.01808972503617945,25,73,1357,173
admit_ceil,0.9,INT8,233,0.8880258899676375,0.9689265536723164,0.8195937873357229,686,22,151,301
admit_ceil,0.9,INT8,234,0.28125,0.8181818181818182,0.16981132075471697,9,2,44,270
admit_ceil,0.95,INT8,100,0.955223880597015,0.9696969696969697,0.9411764705882353,32,1,2,222
admit_ceil,0.95,INT8,103,0.0,0.0,0.0,0,0,2,203
admit_ceil,0.95,INT8,105,0.4640000000000001,0.34523809523809523,0.7073170731707317,29,55,12,251
admit_ceil,0.95,INT8,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
admit_ceil,0.95,INT8,113,0.25641025641025644,0.15151515151515152,0.8333333333333334,5,28,1,174
admit_ceil,0.95,INT8,117,0.0,0.0,0.0,0,35,1,148
admit_ceil,0.95,INT8,121,0.07692307692307693,0.041666666666666664,0.5,1,23,1,181
admit_ceil,0.95,INT8,123,0.6666666666666666,0.5,1.0,3,3,0,146
admit_ceil,0.95,INT8,200,0.9768545994065282,0.9915662650602409,0.9625730994152046,823,7,32,254
admit_ceil,0.95,INT8,202,0.7142857142857143,0.6875,0.7432432432432432,55,25,19,208
admit_ceil,0.95,INT8,210,0.869757174392936,0.8347457627118644,0.9078341013824884,197,39,20,258
admit_ceil,0.95,INT8,212,0.0,0.0,0.0,0,0,0,269
admit_ceil,0.95,INT8,213,0.9549902152641879,0.9277566539923955,0.9838709677419355,244,19,4,283
admit_ceil,0.95,INT8,214,0.8678571428571429,0.7993421052631579,0.94921875,243,61,13,220
admit_ceil,0.95,INT8,219,0.328042328042328,0.20195439739413681,0.8732394366197183,62,245,9,210
admit_ceil,0.95,INT8,221,0.9826302729528535,0.9658536585365853,1.0,396,14,0,237
admit_ceil,0.95,INT8,222,0.43799472295514513,0.48823529411764705,0.39712918660287083,83,87,126,243
admit_ceil,0.95,INT8,228,0.9768707482993196,0.9702702702702702,0.9835616438356164,359,11,6,200
admit_ceil,0.95,INT8,231,0.16666666666666666,0.09523809523809523,0.6666666666666666,2,19,1,151
admit_ceil,0.95,INT8,232,0.03431708991077557,0.3333333333333333,0.01808972503617945,25,50,1357,173
admit_ceil,0.95,INT8,233,0.8858267716535433,0.982532751091703,0.8064516129032258,675,12,162,301
admit_ceil,0.95,INT8,234,0.28125,0.8181818181818182,0.16981132075471697,9,2,44,270
warmup_length,20,Float32,100,0.9705882352941176,0.9705882352941176,0.9705882352941176,33,1,1,224
warmup_length,20,Float32,103,0.0,0.0,0.0,0,0,2,205
warmup_length,20,Float32,105,0.4444444444444444,0.3191489361702128,0.7317073170731707,30,64,11,253
warmup_length,20,Float32,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,209
warmup_length,20,Float32,113,0.2380952380952381,0.1388888888888889,0.8333333333333334,5,31,1,176
warmup_length,20,Float32,117,0.0,0.0,0.0,0,41,1,148
warmup_length,20,Float32,121,0.07407407407407407,0.04,0.5,1,24,1,183
warmup_length,20,Float32,123,0.6666666666666666,0.5,1.0,3,3,0,148
warmup_length,20,Float32,200,0.9774881516587677,0.9903961584633854,0.9649122807017544,825,8,30,255
warmup_length,20,Float32,202,0.7179487179487181,0.6829268292682927,0.7567567567567568,56,26,18,210
warmup_length,20,Float32,210,0.8634361233480177,0.8270042194092827,0.9032258064516129,196,41,21,260
warmup_length,20,Float32,212,0.0,0.0,0.0,0,0,0,271
warmup_length,20,Float32,213,0.9384615384615386,0.8970588235294118,0.9838709677419355,244,28,4,285
warmup_length,20,Float32,214,0.8296795952782462,0.7299703264094956,0.9609375,246,91,10,222
warmup_length,20,Float32,219,0.26666666666666666,0.15647921760391198,0.9014084507042254,64,345,7,212
warmup_length,20,Float32,221,0.9789864029666254,0.9588377723970944,1.0,396,17,0,239
warmup_length,20,Float32,222,0.4789915966386555,0.42696629213483145,0.5454545454545454,114,153,95,245
warmup_length,20,Float32,228,0.9715832205683356,0.9598930481283422,0.9835616438356164,359,15,6,201
warmup_length,20,Float32,231,0.16,0.09090909090909091,0.6666666666666666,2,20,1,153
warmup_length,20,Float32,232,0.032236400268636674,0.22429906542056074,0.017366136034732273,24,83,1358,175
warmup_length,20,Float32,233,0.8844415752098128,0.9620786516853933,0.8183990442054958,685,27,152,303
warmup_length,20,Float32,234,0.3076923076923077,0.8333333333333334,0.18867924528301888,10,2,43,272
warmup_length,30,Float32,100,0.9705882352941176,0.9705882352941176,0.9705882352941176,33,1,1,224
warmup_length,30,Float32,103,0.0,0.0,0.0,0,0,2,205
warmup_length,30,Float32,105,0.4444444444444444,0.3191489361702128,0.7317073170731707,30,64,11,253
warmup_length,30,Float32,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,209
warmup_length,30,Float32,113,0.2380952380952381,0.1388888888888889,0.8333333333333334,5,31,1,176
warmup_length,30,Float32,117,0.0,0.0,0.0,0,41,1,148
warmup_length,30,Float32,121,0.07407407407407407,0.04,0.5,1,24,1,183
warmup_length,30,Float32,123,0.6666666666666666,0.5,1.0,3,3,0,148
warmup_length,30,Float32,200,0.9774881516587677,0.9903961584633854,0.9649122807017544,825,8,30,255
warmup_length,30,Float32,202,0.7179487179487181,0.6829268292682927,0.7567567567567568,56,26,18,210
warmup_length,30,Float32,210,0.8634361233480177,0.8270042194092827,0.9032258064516129,196,41,21,260
warmup_length,30,Float32,212,0.0,0.0,0.0,0,0,0,271
warmup_length,30,Float32,213,0.9384615384615386,0.8970588235294118,0.9838709677419355,244,28,4,285
warmup_length,30,Float32,214,0.8296795952782462,0.7299703264094956,0.9609375,246,91,10,222
warmup_length,30,Float32,219,0.26666666666666666,0.15647921760391198,0.9014084507042254,64,345,7,212
warmup_length,30,Float32,221,0.9789864029666254,0.9588377723970944,1.0,396,17,0,239
warmup_length,30,Float32,222,0.4789915966386555,0.42696629213483145,0.5454545454545454,114,153,95,245
warmup_length,30,Float32,228,0.9715832205683356,0.9598930481283422,0.9835616438356164,359,15,6,201
warmup_length,30,Float32,231,0.16,0.09090909090909091,0.6666666666666666,2,20,1,153
warmup_length,30,Float32,232,0.032236400268636674,0.22429906542056074,0.017366136034732273,24,83,1358,175
warmup_length,30,Float32,233,0.8844415752098128,0.9620786516853933,0.8183990442054958,685,27,152,303
warmup_length,30,Float32,234,0.3076923076923077,0.8333333333333334,0.18867924528301888,10,2,43,272
warmup_length,50,Float32,100,0.9705882352941176,0.9705882352941176,0.9705882352941176,33,1,1,222
warmup_length,50,Float32,103,0.0,0.0,0.0,0,0,2,203
warmup_length,50,Float32,105,0.4444444444444444,0.3191489361702128,0.7317073170731707,30,64,11,251
warmup_length,50,Float32,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
warmup_length,50,Float32,113,0.2380952380952381,0.1388888888888889,0.8333333333333334,5,31,1,174
warmup_length,50,Float32,117,0.0,0.0,0.0,0,41,1,148
warmup_length,50,Float32,121,0.07407407407407407,0.04,0.5,1,24,1,181
warmup_length,50,Float32,123,0.6666666666666666,0.5,1.0,3,3,0,146
warmup_length,50,Float32,200,0.9774881516587677,0.9903961584633854,0.9649122807017544,825,8,30,254
warmup_length,50,Float32,202,0.7179487179487181,0.6829268292682927,0.7567567567567568,56,26,18,208
warmup_length,50,Float32,210,0.8634361233480177,0.8270042194092827,0.9032258064516129,196,41,21,258
warmup_length,50,Float32,212,0.0,0.0,0.0,0,0,0,269
warmup_length,50,Float32,213,0.9384615384615386,0.8970588235294118,0.9838709677419355,244,28,4,283
warmup_length,50,Float32,214,0.8296795952782462,0.7299703264094956,0.9609375,246,91,10,220
warmup_length,50,Float32,219,0.26359832635983266,0.1547911547911548,0.8873239436619719,63,344,8,210
warmup_length,50,Float32,221,0.9789864029666254,0.9588377723970944,1.0,396,17,0,237
warmup_length,50,Float32,222,0.4810126582278481,0.43018867924528303,0.5454545454545454,114,151,95,243
warmup_length,50,Float32,228,0.9715832205683356,0.9598930481283422,0.9835616438356164,359,15,6,200
warmup_length,50,Float32,231,0.16,0.09090909090909091,0.6666666666666666,2,20,1,151
warmup_length,50,Float32,232,0.03225806451612903,0.22641509433962265,0.017366136034732273,24,82,1358,173
warmup_length,50,Float32,233,0.8837209302325582,0.9620253164556962,0.8172043010752689,684,27,153,301
warmup_length,50,Float32,234,0.3076923076923077,0.8333333333333334,0.18867924528301888,10,2,43,270
warmup_length,75,Float32,100,0.9705882352941176,0.9705882352941176,0.9705882352941176,33,1,1,220
warmup_length,75,Float32,103,0.0,0.0,0.0,0,0,2,201
warmup_length,75,Float32,105,0.4444444444444444,0.3191489361702128,0.7317073170731707,30,64,11,249
warmup_length,75,Float32,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,205
warmup_length,75,Float32,113,0.25,0.14705882352941177,0.8333333333333334,5,29,1,172
warmup_length,75,Float32,117,0.0,0.0,0.0,0,39,1,146
warmup_length,75,Float32,121,0.07407407407407407,0.04,0.5,1,24,1,179
warmup_length,75,Float32,123,0.6666666666666666,0.5,1.0,3,3,0,144
warmup_length,75,Float32,200,0.9768820391227031,0.9903846153846154,0.9637426900584796,824,8,31,252
warmup_length,75,Float32,202,0.7179487179487181,0.6829268292682927,0.7567567567567568,56,26,18,206
warmup_length,75,Float32,210,0.8584070796460177,0.825531914893617,0.8940092165898618,194,41,23,256
warmup_length,75,Float32,212,0.0,0.0,0.0,0,0,0,267
warmup_length,75,Float32,213,0.9384615384615386,0.8970588235294118,0.9838709677419355,244,28,4,281
warmup_length,75,Float32,214,0.8296795952782462,0.7299703264094956,0.9609375,246,91,10,218
warmup_length,75,Float32,219,0.266384778012685,0.15671641791044777,0.8873239436619719,63,339,8,208
warmup_length,75,Float32,221,0.9789864029666254,0.9588377723970944,1.0,396,17,0,235
warmup_length,75,Float32,222,0.4840764331210191,0.4351145038167939,0.5454545454545454,114,148,95,241
warmup_length,75,Float32,228,0.970189701897019,0.9597855227882037,0.9808219178082191,358,15,7,198
warmup_length,75,Float32,231,0.16,0.09090909090909091,0.6666666666666666,2,20,1,149
warmup_length,75,Float32,232,0.03230148048452221,0.23076923076923078,0.017366136034732273,24,80,1358,171
warmup_length,75,Float32,233,0.8808290155440416,0.9618104667609618,0.8124253285543608,680,27,157,299
warmup_length,75,Float32,234,0.3076923076923077,0.8333333333333334,0.18867924528301888,10,2,43,268
warmup_length,100,Float32,100,0.9705882352941176,0.9705882352941176,0.9705882352941176,33,1,1,217
warmup_length,100,Float32,103,0.0,0.0,0.0,0,0,2,198
warmup_length,100,Float32,105,0.4210526315789474,0.30434782608695654,0.6829268292682927,28,64,13,246
warmup_length,100,Float32,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,202
warmup_length,100,Float32,113,0.25,0.14705882352941177,0.8333333333333334,5,29,1,169
warmup_length,100,Float32,117,0.0,0.0,0.0,0,36,1,143
warmup_length,100,Float32,121,0.07407407407407407,0.04,0.5,1,24,1,176
warmup_length,100,Float32,123,0.6666666666666666,0.5,1.0,3,3,0,141
warmup_length,100,Float32,200,0.9774614472123369,0.9915764139590855,0.9637426900584796,824,7,31,249
warmup_length,100,Float32,202,0.7179487179487181,0.6829268292682927,0.7567567567567568,56,26,18,203
warmup_length,100,Float32,210,0.8577777777777778,0.8283261802575107,0.8894009216589862,193,40,24,253
warmup_length,100,Float32,212,0.0,0.0,0.0,0,0,0,264
warmup_length,100,Float32,213,0.9402697495183044,0.9003690036900369,0.9838709677419355,244,27,4,278
warmup_length,100,Float32,214,0.8324873096446701,0.7343283582089553,0.9609375,246,89,10,215
warmup_length,100,Float32,219,0.2669491525423729,0.1571072319201995,0.8873239436619719,63,338,8,205
warmup_length,100,Float32,221,0.9789864029666254,0.9588377723970944,1.0,396,17,0,232
warmup_length,100,Float32,222,0.4861407249466951,0.43846153846153846,0.5454545454545454,114,146,95,238
warmup_length,100,Float32,228,0.970189701897019,0.9597855227882037,0.9808219178082191,358,15,7,195
warmup_length,100,Float32,231,0.16,0.09090909090909091,0.6666666666666666,2,20,1,146
warmup_length,100,Float32,232,0.03230148048452221,0.23076923076923078,0.017366136034732273,24,80,1358,168
warmup_length,100,Float32,233,0.8771929824561403,0.9615384615384616,0.8064516129032258,675,27,162,296
warmup_length,100,Float32,234,0.3076923076923077,0.8333333333333334,0.18867924528301888,10,2,43,265
warmup_length,20,INT8,100,0.955223880597015,0.9696969696969697,0.9411764705882353,32,1,2,224
warmup_length,20,INT8,103,0.0,0.0,0.0,0,0,2,205
warmup_length,20,INT8,105,0.43165467625899284,0.30612244897959184,0.7317073170731707,30,68,11,253
warmup_length,20,INT8,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,209
warmup_length,20,INT8,113,0.25641025641025644,0.15151515151515152,0.8333333333333334,5,28,1,176
warmup_length,20,INT8,117,0.0,0.0,0.0,0,39,1,148
warmup_length,20,INT8,121,0.07692307692307693,0.041666666666666664,0.5,1,23,1,183
warmup_length,20,INT8,123,0.6666666666666666,0.5,1.0,3,3,0,148
warmup_length,20,INT8,200,0.9774881516587677,0.9903961584633854,0.9649122807017544,825,8,30,255
warmup_length,20,INT8,202,0.7096774193548386,0.6790123456790124,0.7432432432432432,55,26,19,210
warmup_length,20,INT8,210,0.86784140969163,0.8312236286919831,0.9078341013824884,197,40,20,260
warmup_length,20,INT8,212,0.0,0.0,0.0,0,0,0,271
warmup_length,20,INT8,213,0.9384615384615386,0.8970588235294118,0.9838709677419355,244,28,4,285
warmup_length,20,INT8,214,0.8268907563025211,0.7256637168141593,0.9609375,246,93,10,222
warmup_length,20,INT8,219,0.27061310782241016,0.15920398009950248,0.9014084507042254,64,338,7,212
warmup_length,20,INT8,221,0.9826302729528535,0.9658536585365853,1.0,396,14,0,239
warmup_length,20,INT8,222,0.4823284823284823,0.4264705882352941,0.5550239234449761,116,156,93,245
warmup_length,20,INT8,228,0.9715832205683356,0.9598930481283422,0.9835616438356164,359,15,6,201
warmup_length,20,INT8,231,0.16666666666666666,0.09523809523809523,0.6666666666666666,2,19,1,153
warmup_length,20,INT8,232,0.03487592219986586,0.23853211009174313,0.01881331403762663,26,83,1356,175
warmup_length,20,INT8,233,0.8883183568677792,0.9597780859916782,0.8267622461170848,692,29,145,303
warmup_length,20,INT8,234,0.28125,0.8181818181818182,0.16981132075471697,9,2,44,272
warmup_length,30,INT8,100,0.955223880597015,0.9696969696969697,0.9411764705882353,32,1,2,224
warmup_length,30,INT8,103,0.0,0.0,0.0,0,0,2,205
warmup_length,30,INT8,105,0.43165467625899284,0.30612244897959184,0.7317073170731707,30,68,11,253
warmup_length,30,INT8,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,209
warmup_length,30,INT8,113,0.25641025641025644,0.15151515151515152,0.8333333333333334,5,28,1,176
warmup_length,30,INT8,117,0.0,0.0,0.0,0,39,1,148
warmup_length,30,INT8,121,0.07692307692307693,0.041666666666666664,0.5,1,23,1,183
warmup_length,30,INT8,123,0.6666666666666666,0.5,1.0,3,3,0,148
warmup_length,30,INT8,200,0.9774881516587677,0.9903961584633854,0.9649122807017544,825,8,30,255
warmup_length,30,INT8,202,0.7096774193548386,0.6790123456790124,0.7432432432432432,55,26,19,210
warmup_length,30,INT8,210,0.86784140969163,0.8312236286919831,0.9078341013824884,197,40,20,260
warmup_length,30,INT8,212,0.0,0.0,0.0,0,0,0,271
warmup_length,30,INT8,213,0.9384615384615386,0.8970588235294118,0.9838709677419355,244,28,4,285
warmup_length,30,INT8,214,0.8268907563025211,0.7256637168141593,0.9609375,246,93,10,222
warmup_length,30,INT8,219,0.27061310782241016,0.15920398009950248,0.9014084507042254,64,338,7,212
warmup_length,30,INT8,221,0.9826302729528535,0.9658536585365853,1.0,396,14,0,239
warmup_length,30,INT8,222,0.4823284823284823,0.4264705882352941,0.5550239234449761,116,156,93,245
warmup_length,30,INT8,228,0.9715832205683356,0.9598930481283422,0.9835616438356164,359,15,6,201
warmup_length,30,INT8,231,0.16666666666666666,0.09523809523809523,0.6666666666666666,2,19,1,153
warmup_length,30,INT8,232,0.03487592219986586,0.23853211009174313,0.01881331403762663,26,83,1356,175
warmup_length,30,INT8,233,0.8883183568677792,0.9597780859916782,0.8267622461170848,692,29,145,303
warmup_length,30,INT8,234,0.28125,0.8181818181818182,0.16981132075471697,9,2,44,272
warmup_length,50,INT8,100,0.955223880597015,0.9696969696969697,0.9411764705882353,32,1,2,222
warmup_length,50,INT8,103,0.0,0.0,0.0,0,0,2,203
warmup_length,50,INT8,105,0.43165467625899284,0.30612244897959184,0.7317073170731707,30,68,11,251
warmup_length,50,INT8,111,0.16666666666666669,0.09090909090909091,1.0,1,10,0,207
warmup_length,50,INT8,113,0.25641025641025644,0.15151515151515152,0.8333333333333334,5,28,1,174
warmup_length,50,INT8,117,0.0,0.0,0.0,0,39,1,148
warmup_length,50,INT8,121,0.07692307692307693,0.041666666666666664,0.5,1,23,1,181
warmup_length,50,INT8,123,0.6666666666666666,0.5,1.0,3,3,0,146
warmup_length,50,INT8,200,0.9774881516587677,0.9903961584633854,0.9649122807017544,825,8,30,254
warmup_length,50,INT8,202,0.7096774193548386,0.6790123456790124,0.7432432432432432,55,26,19,208
